Id,eTag,Title,Subtitle,Author,Publisher,Published-Date,Description,ISBN_10,ISBN_13,PageCount,Categories,Language,Sale_Info,Saleability,isEBook,epub,pdf,Access_Info,Viewability,PublicDomain
KB_wxEgKuYAC,ToW2FK2qYuA,The Concise Human Body Book,"An Illustrated Guide to Its Structure, Function and Disorders",Steve Parker,Dorling Kindersley Ltd,2009-06,"Take a jaw-dropping top-to-toe tour of your body with this compact guide tot he human body. Take a head-to-toe tour of the human body, amazing 3D images reveal all your major systems in molecular detail. Discover how the nervous system works, the intricate construction of skeleton and muscles, and how your body protects itself when you are under threat. Put yourself under the microscope and zoom in on a body part to see the bodies processes in action from a nerve impulse to blood surging through an artery. Journey inside and examine what can go wrong with the human machine: explore the causes and symptoms for diseases and ailments. An unmissable in-your-body adventure, perfect for students, families and health professionals.",140534041X,9781405340410,325,Health & Fitness,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
b-HDnGCkqOkC,MHlsrXTjg78,The Age of Wonder,How the Romantic Generation Discovered the Beauty and Terror of Science,Richard Holmes,HarperCollins Australia,2009,"""The Age of Wonder"" explores the earliest ideas of deep time and space, and the explorers of ""dynamic science"": an infinite, mysterious Nature waiting to be discovered. Three lives dominate the book: William Herschel, his sister Caroline, and Humphry Davy.",0007149530,9780007149537,578,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
A_WenQAACAAJ,lpbFSKlERFg,Joseph Banks' Florilegium,Botanical Treasures from Cook's First Voyage,"David Mabberley, Mel Gooding",,2017,"The extraordinary botanical engravings of flora discovered on Captain Cook's first voyage, published for the first time in book form",0500519366,9780500519363,0,Botanical illustration,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
g6kyEAAAQBAJ,iDBWnYqTOf8,Mudlarking,Lost and Found on the River Thames,Lara Maiklem,Bloomsbury Publishing,2019,"_______________WINNER OF THE INDIE BOOK AWARD FOR NON-FICTIONTHE TOP 2 SUNDAY TIMES BESTSELLERA BBC RADIO 4 BOOK OF THE WEEKAN OBSERVER BOOK OF THE YEAR_______________Mudlark (/'mAdla;k/) noun A person who scavenges for usable debris in the mud of a river or harbourLara Maiklem has scoured the banks of the Thames for over fifteen years, in pursuit of the objects that the river unearths: from Neolithic flints to Roman hair pins, medieval buckles to Tudor buttons, Georgian clay pipes to Victorian toys. These objects tell her about London and its lost ways of life.Moving from the river's tidal origins in the west of the city to the point where it meets the sea in the east, Mudlarking is a search for urban solitude and history on the River Thames, which Lara calls the longest archaeological site in England.As she has discovered, it is often the tiniest objects that tell the greatest stories._______________'Enchanting' - Sunday Times'Driven by curiosity, freighted with mystery and tempered by chance, wonders gleam from every page' - Melissa Harrison'Brilliant. No one has looked at these odd corners since Sherlock Holmes' - Sunday Telegraph'The very best books that deal with the past are love letters to their subject, and the very best of those are about subjects that love their authors in return. Such books are very rare, but this is one' - Ian Mortimer'Fascinating. There is nothing that Maiklem does not know about the history of the river or the thingyness of things' - Guardian'A treasure. One of the best books I've read in years' - Tracy Borman",1408889218,9781408889213,337,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
KPKMDQAAQBAJ,4nVw1lUFK3Q,1491 (Second Edition),New Revelations of the Americas Before Columbus,Charles C. Mann,Vintage,2006-10-10,"NATIONAL BESTSELLER • A groundbreaking work of science, history, and archaeology that radically alters our understanding of the Americas before the arrival of Columbus in 1492—from “a remarkably engaging writer” (The New York Times Book Review). Contrary to what so many Americans learn in school, the pre-Columbian Indians were not sparsely settled in a pristine wilderness; rather, there were huge numbers of Indians who actively molded and influenced the land around them. The astonishing Aztec capital of Tenochtitlan had running water and immaculately clean streets, and was larger than any contemporary European city. Mexican cultures created corn in a specialized breeding process that it has been called man’s first feat of genetic engineering. Indeed, Indians were not living lightly on the land but were landscaping and manipulating their world in ways that we are only now beginning to understand. Challenging and surprising, this a transformative new look at a rich and fascinating world we only thought we knew.",1400032059,9781400032051,578,History,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
_YxttAEACAAJ,TyywNv7mjQU,Endurance,Shackleton's Incredible Voyage,Alfred Lansing,Basic Books,2015-04-28,"The harrowing tale of British explorer Ernest Shackleton's 1914 attempt to reach the South Pole, one of the greatest adventure stories of the modern age. In August 1914, polar explorer Ernest Shackleton boarded the Endurance and set sail for Antarctica, where he planned to cross the last uncharted continent on foot. In January 1915, after battling its way through a thousand miles of pack ice and only a day's sail short of its destination, the Endurance became locked in an island of ice. Thus began the legendary ordeal of Shackleton and his crew of twenty-seven men. When their ship was finally crushed between two ice floes, they attempted a near-impossible journey over 850 miles of the South Atlantic's heaviest seas to the closest outpost of civilization. In Endurance, the definitive account of Ernest Shackleton's fateful trip, Alfred Lansing brilliantly narrates the harrowing and miraculous voyage that has defined heroism for the modern age.",0465062881,9780465062881,0,History,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
un3XsgEACAAJ,6u2LCSQE/t8,10% Human,How Your Body's Microbes Hold the Key to Health and Happiness,Alanna Collen,William Collins,2016-05-05,"Obesity, autism, mental health problems, IBS, allergies, auto-immunity, cancer. Does the answer to the modern epidemic of 'Western' diseases lie in our gut? You are 10% human. For every one of your cells, there are nine impostors hitching a ride. You are not just flesh and bone, but also bacteria and fungi. And you are more 'them' than you are 'you'. Your gut alone hosts 100 trillion of them and until recently we thought that our microbes didn't matter. This is all set to change as the latest scientific research tells a very different story, one where microbes run our bodies and becoming healthy is impossible without them. In this ground-breaking book, biologist Alanna Collen reveals how our personal colony of microbes influence our weight, immune system, mental health and even our choice of partner. This is a new way of understanding modern diseases - obesity, autism, mental health problems, gut disorders, allergies, auto-immunity and even cancer - as she argues they have their root in our failure to cherish our most fundamental and enduring relationship: that with our microbes. Illuminating many of the questions still unanswered by the human genome project 10% Human completely changes our understanding of diet, modern disease and medicine. The good news is that unlike our human cells, we can change our microbes for the better and this book shows you how. A revelatory and indispensable guide: life - and your body - will never seem the same again.",0007584059,9780007584055,0,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
fFo-PgAACAAJ,vXGzpV8Y1Hg,The Seven Daughters of Eve,,Bryan Sykes,Corgi,2002,"In 1994 Professor Bryan Sykes, a renowned world authority on genetics, was called in to examine the frozen remains of a man trapped in ice in northern Italy. News of the discovery of the Ice Man and his age which Professor Sykes put at over five thousand years old, fascinated the world. But what made the story particularly extraordinary was that Professor Sykes was also able to track down a genetic ancestor of the Ice Man, a woman living in Britain today. How was he able to locate a living relative of a man who died thousands of years beforehand? In THE SEVEN DAUGHHTERS OF EVE, Bryan Sykes tells us of his scientific research into a strand of DNA, known as . mithocondrial DNA, which passes undiluted from generation to generation through the maternal line making it possible to trace one's DNA throughout the world and throughout time. After plotting the sequences of sample DNA tissue, he found that they clustered around only seven main groups. The conclusion: almost everyone of European descent, wherever they live in the world, can trace their ancestry back to one of seven women, the so-called seven daughters of Eve. He has named them: Ursula, Tara, Helena, Katrine, Xenia, Jasmine and Valda. In this remarkable scientific adventure story we learn exactly how our origins can be traced, how and where our ancient genetic clan lived, what their lives were like and how we are each living proof of the almost miraculous strength of our genetic make-up which has survived and properedover so many thousands of years. It is a book that not only presents the story of the evolution of man in a wholly new light, but also strikes right at the heart of ourselves as individuals and our sense of identity.",0552152188,9780552152181,367,Evolutionary genetics,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
4bogDAAAQBAJ,hXQ3uZPGKtM,The Inevitable,Understanding the 12 Technological Forces that Will Shape Our Future,Kevin Kelly,Penguin,2016,Becoming -- Cognifying -- Flowing -- Screening -- Accessing -- Sharing -- Filtering -- Remixing -- Interacting -- Tracking -- Questioning -- Beginning,0525428089,9780525428084,338,Business & Economics,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
I_op81YLT_UC,V8Fy9pYsyTI,Merchants of Doubt,How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming,"Naomi Oreskes, Erik M. Conway",Bloomsbury Publishing,2012-06-07,"The U.S. scientific community has long led the world in research on such areas as public health, environmental science, and issues affecting quality of life. Our scientists have produced landmark studies on the dangers of DDT, tobacco smoke, acid rain, and global warming. But at the same time, a small yet potent subset of this community leads the world in vehement denial of these dangers. Merchants of Doubt tells the story of how a loose-knit group of high-level scientists and scientific advisers, with deep connections in politics and industry, ran effective campaigns to mislead the public and deny well-established scientific knowledge over four decades. Remarkably, the same individuals surface repeatedly - some of the same figures who have claimed that the science of global warming is ""not settled"" denied the truth of studies linking smoking to lung cancer, coal smoke to acid rain, and CFCs to the ozone hole. ""Doubt is our product,"" wrote one tobacco executive. These 'experts' supplied it. Naomi Oreskes and Erik M. Conway, historians of science, roll back the rug on this dark corner of the American scientific community, showing how ideology and corporate interests, aided by a too-compliant media, have skewed public understanding of some of the most pressing issues of our era.",1408824833,9781408824832,368,Science,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
4N_GvOQCUAEC,vYnBGy/wJ7s,'What Do You Care What Other People Think?',Further Adventures of a Curious Character,"Richard P Feynman, Ralph Leighton",Penguin UK,2007-09-06,Richard Feynman possessed an unquenchable thirst for adventure and an unparalleled gift for telling the extraordinary stories of his life. In this collection of short pieces and reminiscences he describes everything from his love of beauty to college pranks to how his father taught him to think.,0141030887,9780141030883,305,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,True,True,VN,NO_PAGES,False
DBxSM7TIq48C,+zcaL1UH/pg,Mathematics: A Very Short Introduction,,Timothy Gowers,Oxford Paperbacks,2002-08-22,The aim of this volume is to explain the differences between research-level mathematics and the maths taught at school. Most differences are philosophical and the first few chapters are about general aspects of mathematical thought.,0192853619,9780192853615,172,Mathematics,en,VN,NOT_FOR_SALE,False,True,True,VN,PARTIAL,False
_tQf0AEACAAJ,PHFIfG5G3pU,These Violent Delights,A Novel,Micah Nemerever,,2020,,1409383466,9781409383468,0,,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
ryKyB7MATwUC,PClFM9buooM,Becoming Animal,An Earthly Cosmology,David Abram,Vintage,2011-09-06,"David Abram’s first book, The Spell of the Sensuous has become a classic of environmental literature. Now he returns with a startling exploration of our human entanglement with the rest of nature. As the climate veers toward catastrophe, the innumerable losses cascading through the biosphere make vividly evident the need for a metamorphosis in our relation to the living land. For too long we’ve ignored the wild intelligence of our bodies, taking our primary truths from technologies that hold the living world at a distance. Abram’s writing subverts this distance, drawing readers ever closer to their animal senses in order to explore, from within, the elemental kinship between the human body and the breathing Earth. The shape-shifting of ravens, the erotic nature of gravity, the eloquence of thunder, the pleasures of being edible: all have their place in this book.",0375713697,9780375713699,338,Nature,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
ixr1swEACAAJ,8NXJNqXfiEA,Blockchain Revolution,How the Technology Behind Bitcoin and Other Cryptocurrencies is Changing the World,"Don Tapscott, Alex Tapscott",Portfolio Penguin,2018,"'This book has had an enormous impact' Satya Nadella, CEO, Microsoft 'Spectacular. Mind-blowing in its expansiveness and profundity' Steve Wozniak, co-founder of Apple 'Iconic' Clay Christensen, author of The Innovator's Dilemma Cryptocurrencies are changing the world. They grant everyday people the power to invest, disrupt the world order and contribute towards a better future. Blockchain is the ingeniously simple technology that powers cryptos. It is a public ledger to which everyone has access, but which no single person or institution controls. It allows for companies and individuals to collaborate with an unprecedented degree of trust and transparency. It is cryptographically secure, but fundamentally open. And it is everywhere. In Blockchain Revolution, Don and Alex Tapscott reveal: · how this game-changing technology is re-shaping the global economy · how it is improving everything from healthcare records to online voting · how people everywhere are using it to side-step institutional barriers and take control of their future Brilliantly researched and highly accessible, this is the essential text on this major paradigm shift. Read it, or be left behind.",0241237866,9780241237861,0,Banks and banking,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
FILmrQEACAAJ,OBBqlbf93MM,Sapiens,A Brief History of Humankind,Yuval Noah Harari,Harper Perennial,2018-05-15,"Official U.S. edition with full color illustrations throughout. #1 New York Times Bestseller The Summer Reading Pick for President Barack Obama, Bill Gates, and Mark Zuckerberg, now available as a beautifully packaged paperback From a renowned historian comes a groundbreaking narrative of humanity’s creation and evolution—a #1 international bestseller—that explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be “human.” One hundred thousand years ago, at least six different species of humans inhabited Earth. Yet today there is only one—homo sapiens. What happened to the others? And what may happen to us? Most books about the history of humanity pursue either a historical or a biological approach, but Dr. Yuval Noah Harari breaks the mold with this highly original book that begins about 70,000 years ago with the appearance of modern cognition. From examining the role evolving humans have played in the global ecosystem to charting the rise of empires, Sapiens integrates history and science to reconsider accepted narratives, connect past developments with contemporary concerns, and examine specific events within the context of larger ideas. Dr. Harari also compels us to look ahead, because over the last few decades humans have begun to bend laws of natural selection that have governed life for the past four billion years. We are acquiring the ability to design not only the world around us, but also ourselves. Where is this leading us, and what do we want to become? Featuring 27 photographs, 6 maps, and 25 illustrations/diagrams, this provocative and insightful work is sure to spark debate and is essential reading for aficionados of Jared Diamond, James Gleick, Matt Ridley, Robert Wright, and Sharon Moalem.",0062316117,9780062316110,464,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
8ddZRj4OWScC,khW+EhvZbc4,The Cloud Book,,Richard Hamblyn,David & Charles,2008-03-21,"This attractive and entertaining guide to the clouds helps readers to identify every cloud type and related phenomena, and understand its implications for the weather.",,,176,Nature,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
QM55ZkbsqcoC,2r22EfBgKKE,Salt,A World History,Mark Kurlansky,Random House,2003,""" ... Encompasses fields as disparate as engineering, religion, and food ...""--Jacket.",0099281996,9780099281993,498,Salt,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
1NtDswEACAAJ,wKnAcl8CXDo,Ignition!,An Informal History of Liquid Rocket Propellants,John Drury Clark,Rutgers University Press Classics,2018-05-23,"A classic work in the history of science, and described as “a good book on rocket stuff...that’s a really fun one” by SpaceX founder Elon Musk, readers will want to get their hands on this influential classic, available for the first time in decades. This newly reissued debut book in the Rutgers University Press Classics imprint is the story of the search for a rocket propellant which could be trusted to take man into space. This search was a hazardous enterprise carried out by rival labs who worked against the known laws of nature, with no guarantee of success or safety. Acclaimed scientist and sci-fi author John Drury Clark writes with irreverent and eyewitness immediacy about the development of the explosive fuels strong enough to negate the relentless restraints of gravity. The resulting volume is as much a memoir as a work of history, sharing a behind-the-scenes view of an enterprise which eventually took men to the moon, missiles to the planets, and satellites to outer space.",0813595835,9780813595832,0,Technology & Engineering,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
tgZIBAAAQBAJ,8qm0wybOOGA,What If?,Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Houghton Mifflin Harcourt,2014,"From the creator of the wildly popular webcomic xkcd, hilarious and informative answers to important questions you probably never thought to ask Millions of people visit xkcd.com each week to read Randall Munroe's iconic webcomic. His stick-figure drawings about science, technology, language, and love have an enormous, dedicated following, as do his deeply researched answers to his fans' strangest questions. The queries he receives range from merely odd to downright diabolical: - What if I took a swim in a spent-nuclear-fuel pool? - Could you build a jetpack using downward-firing machine guns? - What if a Richter 15 earthquake hit New York City? - Are fire tornadoes possible? His responses are masterpieces of clarity and wit, gleefully and accurately explaining everything from the relativistic effects of a baseball pitched at near the speed of light to the many horrible ways you could die while building a periodic table out of all the actual elements. The book features new and never-before-answered questions, along with the most popular answers from the xkcd website. What If? is an informative feast for xkcd fans and anyone who loves to ponder the hypothetical.",0544272994,9780544272996,321,Fiction,en,VN,NOT_FOR_SALE,False,False,True,VN,PARTIAL,False
O8AdHBGybpcC,FQshWlxZLLs,Pihkal,A Chemical Love Story,"Alexander Theodore Shulgin, Ann Shulgin",,1991,"PIHKAL (Phenethylamines I Have Known And Loved) is a unique book written by renowned psychopharmacologist Alexander Shulgin and his wife Ann Shulgin. This book gives details of their research and investigations into the use of psychedelic drugs for the study of the human mind, and is also a love story. The second half of the book describes in detail a wealth of phenethlyamines, their physical properties, dosages used, duration of effects observed, and commentary on effects.",0963009605,9780963009609,1012,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
H4ifZHnVSjcC,eYEDM3+QCxk,How To Lie with Statistics,,Darrell Huff,WW Norton,1993-09-07,"If you want to outsmart a crook, learn his tricks—Darrell Huff explains exactly how in the classic How to Lie with Statistics. From distorted graphs and biased samples to misleading averages, there are countless statistical dodges that lend cover to anyone with an ax to grind or a product to sell. With abundant examples and illustrations, Darrell Huff’s lively and engaging primer clarifies the basic principles of statistics and explains how they’re used to present information in honest and not-so-honest ways. Now even more indispensable in our data-driven world than it was when first published, How to Lie with Statistics is the book that generations of readers have relied on to keep from being fooled.",0393310728,9780393310726,148,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
C4GpBAAAQBAJ,u8vX6JIdSWo,Coming Back to Life,The Guide to the Work that Reconnects,"Joanna Macy, Molly Young Brown",New Society Publishers,2014-11-11,Personal empowerment in the face of planetary despair,0865717753,9780865717756,379,"Body, Mind & Spirit",en,VN,NOT_FOR_SALE,False,False,True,VN,PARTIAL,False
2btYY5ojTV4C,5ALKY0jS12w,Atlantic,,Simon Winchester,HarperCollins UK,2011,"This book is enhanced with content such as audio or video, resulting in a large file that may take longer to download than expected. The enhanced e-book contains:15 videos with the author throughout the enhanced e-book, taking readers into his home and where he writes as he describes his travels around the Atlantic *A Personal Photo Album of Simon's travels not included in the print book or e-book *A Video Glossary with definitions of over 60 words*31 Footnotes unique to the enhanced e-book *8 Inserts throughout the book found only in the enhanced version, including the history of Vikings, the evolution of humans, and more.",0007341393,9780007341399,105,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
EDLQjwEACAAJ,OcyBwaUIrIk,How to Read Water,Clues and Patterns from Puddles to the Sea,Tristan Gooley,Sceptre,2017-04-06,"**From the bestselling author of THE WALKER'S GUIDE TO OUTDOOR CLUES AND SIGNS and THE NATURAL EXPLORER** A must-have book for walkers, sailors, swimmers, anglers and everyone interested in the natural world, in How To Read Water, Natural Navigator Tristan Gooley shares knowledge, skills, tips and useful observations to help you enjoy the landscape around you. A Sunday Times 'Must Read' book 'A magical and inspiring quest for knowledge' - Countryside 'Anyone who spends time in, on, or by, water - whether at the helm of a narrowboat or merely playing Poohsticks with grandkids - will benefit from some of the extraordinary insights in this book.' - Waterways World 'Jam-packed with information, this book will fascinate sailors, fishers, birders, naturalists, hikers, and anyone interested in the natural world.' - Forbes 'This study of rivers, lakes, puddles and seas brims over with astonishing facts...His observational skills can be breathtaking' The Sunday Times 'This inspired guide to water in all its forms will make a big splash...Gooley has done his subject proud - this is seriously fascinating stuff.' The Times 'The quirks and habits and secrets of good old H2O were crying out to have a book written about them. That said, it had to be written by the right person... Fortunately, the job went to Tristan Gooley.' The Spectator Includes over 700 clues, signs and patterns. You'll learn how to: Interpret ponds like a Polynesian Spot dangerous water in the pitch black with the help of a clock face Read the sea like a Viking Forecast the weather from waves Find your way with puddles Decipher wave patterns on beaches Decode the colour of water Unravel a river like an expert From wild swimming in Sussex to wayfinding off Oman, via the icy mysteries of the Arctic, Tristan Gooley draws on his own pioneering journeys to reveal the secrets of ponds, puddles, rivers, oceans and more to show us all the skills we need to read the water around us.",1473615224,9781473615229,384,Bodies of water,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
ZEW4PAAACAAJ,7b4NR3moh4A,The Cloud Collector's Handbook,,Gavin Pretor-Pinney,Sceptre,2009,"All the common cloud types are represented, as are many of the rare ones, each fully described and illustrated with a range of photos.",0340919434,9780340919439,0,Clouds,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
0esOlwEACAAJ,kQnb4RWnjNg,The Man Who Loved China,The Fantastic Story of the Eccentric Scientist Who Unlocked the Mysteries of the Middle Kingdom,Simon Winchester,Harper Perennial,2009-04-28,"In sumptuous and illuminating detail, Simon Winchester, bestselling author of The Professor and the Madman, brings to life the extraordinary story of Joseph Needham—the brilliant Cambridge scientist, freethinking intellectual, and practicing nudist who unlocked the most closely held secrets of China, once the world's most technologically advanced country.",0060884614,9780060884611,352,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
o8eNEAAAQBAJ,2KuufhE46DQ,The Origin of Species,150th Anniversary Edition,Charles Darwin,National Geographic Books,2003-09-02,"Charles Darwin’s classic that exploded into public controversy, revolutionized the course of science, and continues to transform our views of the world. Few other books have created such a lasting storm of controversy as The Origin of Species. Darwin’s theory that species derive from other species by a gradual evolutionary process and that the average level of each species is heightened by the “survival of the fittest” stirred up popular debate to fever pitch. Its acceptance revolutionized the course of science. As Sir Julian Huxley, the noted biologist, points out in his illuminating introduction, the importance of Darwin’s contribution to modern scientific knowledge is almost impossible to evaluate: “a truly great book, one which can still be read with profit by professional biologist.” Includes an Introduction by Sir Julian Huxley",0451529065,9780451529060,0,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
sCNhDQAAQBAJ,mGP4g5VKoGE,The Brain's Way of Healing,Remarkable Discoveries and Recoveries from the Frontiers of Neuroplasticity,Norman Doidge,Penguin,2015-01-27,"NEW YORK TIMES BESTSELLER The New York Times–bestselling author of The Brain That Changes Itself presents astounding advances in the treatment of brain injury and illness. Now in an updated and expanded paperback edition. Winner of the 2015 Gold Nautilus Book Award in Science & Cosmology In his groundbreaking work The Brain That Changes Itself, Norman Doidge introduced readers to neuroplasticity—the brain’s ability to change its own structure and function in response to activity and mental experience. Now his revolutionary new book shows how the amazing process of neuroplastic healing really works. The Brain’s Way of Healing describes natural, noninvasive avenues into the brain provided by the energy around us—in light, sound, vibration, and movement—that can awaken the brain’s own healing capacities without producing unpleasant side effects. Doidge explores cases where patients alleviated chronic pain; recovered from debilitating strokes, brain injuries, and learning disorders; overcame attention deficit and learning disorders; and found relief from symptoms of autism, multiple sclerosis, Parkinson’s disease, and cerebral palsy. And we learn how to vastly reduce the risk of dementia, with simple approaches anyone can use. For centuries it was believed that the brain’s complexity prevented recovery from damage or disease. The Brain’s Way of Healing shows that this very sophistication is the source of a unique kind of healing. As he did so lucidly in The Brain That Changes Itself, Doidge uses stories to present cutting-edge science with practical real-world applications, and principles that everyone can apply to improve their brain’s performance and health.",067002550X,9780670025503,434,Medical,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
qvSuuQAACAAJ,N6gdqKEkIRw,The Upside of Irrationality,The Unexpected Benefits of Defying Logic at Work and Home,Dr. Dan Ariely,Harper,2011-05-31,"“Dan Ariely is a genius at understanding human behavior: no economist does a better job of uncovering and explaining the hidden reasons for the weird ways we act.” — James Surowiecki, author of The Wisdom of Crowds Behavioral economist and New York Times bestselling author of Predictably Irrational Dan Ariely returns to offer a much-needed take on the irrational decisions that influence our dating lives, our workplace experiences, and our temptation to cheat in any and all areas. Fans of Freakonomics, Survival of the Sickest, and Malcolm Gladwell’s Blink and The Tipping Point will find many thought-provoking insights in The Upside of Irrationality.",0062086448,9780062086440,0,Business & Economics,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
WFZl7YvsiuIC,7w5yaj0gRMo,The Beginning of Infinity,Explanations that Transform the World,David Deutsch,Penguin UK,2012,"Deutsch, an award-winning pioneer in the field of quantum computation, delivers a bold and all-embracing exploration of the nature and progress of knowledge.",0140278168,9780140278163,722,Mathematics,en,VN,NOT_FOR_SALE,False,True,True,VN,NO_PAGES,False
ZeFcCAAAQBAJ,DuNPogWkqwI,Merchants of Doubt,How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming,"Naomi Oreskes, Erik M. Conway",Bloomsbury Publishing USA,2011-05-31,"Documents the troubling influence of a small group of scientists who the author contends misrepresent scientific facts to advance key political and economic agendas, revealing the interests behind their detractions on findings about acid rain, DDT, and other hazards.",1608193942,9781608193943,401,Science,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
4LJKEAAAQBAJ,rpnbwqfQPPI,"New and Selected Poems, Volume Two",,Mary Oliver,Beacon Press,2007-04-15,"Mary Oliver has been writing poetry for nearly five decades, and in that time she has become America's foremost poetic voice on our experience of the physical world. This collection presents forty-two new poems-an entire volume in itself-along with works chosen by Oliver from six of the books she has published since New and Selected Poems, Volume One.",080706887X,9780807068878,0,Poetry,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
ewHoAQAACAAJ,2JmlblcVUE8,"Animal, Vegetable, Miracle",Our Year of Seasonal Eating,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver",,2008,"A year in the life of bestselling novelist, Barbara Kingsolver, and her family as they try to eat local produce, grow their own, and reduce their ecological footprint.",0571233570,9780571233571,0,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
TeHAmAEACAAJ,5xdTj45IqOs,Quantum,"Einstein, Bohr and the Great Debate about the Nature of Reality",Manjit Kumar,Icon Books UK,2009,A lucid account of quantum theory (and why you should care) combined with a gripping narrative. San Francisco Chronicle,1848310358,9781848310353,0,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
yijjwAEACAAJ,iFe27sAdBMw,Python Data Science Handbook,Essential Tools for Working with Data,"Jacob T. Vanderplas, Jake VanderPlas",O'Reilly Media,2016,"For many researchers, Python is a first-class tool mainly because of its libraries for storing, manipulating, and gaining insight from data. Several resources exist for individual pieces of this data science stack, but only with the Python Data Science Handbook do you get them all--IPython, NumPy, Pandas, Matplotlib, Scikit-Learn, and other related tools. Working scientists and data crunchers familiar with reading and writing Python code will find this comprehensive desk reference ideal for tackling day-to-day issues: manipulating, transforming, and cleaning data; visualizing different types of data; and using data to build statistical or machine learning models. Quite simply, this is the must-have reference for scientific computing in Python. With this handbook, you'll learn how to use: IPython and Jupyter: provide computational environments for data scientists using Python NumPy: includes the ndarray for efficient storage and manipulation of dense data arrays in Python Pandas: features the DataFrame for efficient storage and manipulation of labeled/columnar data in Python Matplotlib: includes capabilities for a flexible range of data visualizations in Python Scikit-Learn: for efficient and clean Python implementations of the most important and established machine learning algorithms",1491912057,9781491912058,529,Computers,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
eovIjwEACAAJ,o6ejnnUaJUw,Forces of Nature,,"Professor Brian Cox, Andrew Cohen",William Collins,2017-03-09,"Sunday Times Bestseller A breathtaking and beautiful exploration of our planet, this groundbreaking book accompanies the BBC One TV series, providing the deepest answers to the simplest questions. 'What is motion?' 'Why is every snowflake different?' 'Why is life symmetrical?' To answer these and many other questions, Professor Brian Cox uncovers some of the most extraordinary natural events on Earth and in the Universe and beyond. From the immensity of the Universe and the roundness of Earth to the form of every single snowflake, the forces of nature shape everything we see. Pushed to extremes, the results are astonishing. In seeking to understand the everyday world, the colours, structure, behaviour and history of our home, we develop the knowledge and techniques necessary to step beyond the everyday and approach the Universe beyond. Forces of Nature takes you to the great plains of the Serengeti, the volcanoes of Indonesia and the precipitous cliffs in Nepal, to the humpback whales of the Caribbean and the northern lights of the Arctic. Brian will answer questions on Earth that will illuminate our understanding of the Universe. Think you know our planet? Think again.",0008210039,9780008210038,288,,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
